id,category_id,current_location_id,custodian_user_id,asset_tag,serial_number,brand,model,specifications,condition,status,purchase_date,purchase_cost,next_maintenance_due_at,risk_band,risk_reasons,retired_at,retirement_reason,created_at,updated_at,created_by,updated_by
c0b8349c-e0a9-4f3f-837a-b9d2777f893d,95ef5f39-7726-40fc-a96e-a70dc1197538,d640dd11-70ae-4fdc-af12-97b61c1003e1,176f3f16-3ab1-409e-8c10-9631bea0edcc,AST-IT-MONITOR-00105,ITMONITOR-657854,LG,V26HD,"{""size_in"": 22, ""resolution"": ""1920x1080""}",fair,active,2022-03-19,4540.00,2027-03-16 12:36:10.142818+00,medium,"[{""code"": ""age_high"", ""detail"": ""75% of expected life consumed"", ""weight"": 0.15}, {""code"": ""no_active_warranty"", ""detail"": ""no warranty currently covers this asset"", ""weight"": 0.05}, {""code"": ""score"", ""detail"": ""baseline_rules v1.0.0, horizon 30 days"", ""weight"": 0.200}]",,,2022-03-26 00:00:00+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
92afb581-bd72-4fb9-94e1-bb09563e01f2,95ef5f39-7726-40fc-a96e-a70dc1197538,931086a7-6352-430d-894b-6363e4ac4388,750c04a5-63c4-42c6-a7c4-b3aa1de4eebf,AST-IT-MONITOR-00081,ITMONITOR-496965,Dell,V22HD,"{""size_in"": 22, ""resolution"": ""1920x1080""}",good,active,2021-09-23,5180.00,2026-11-22 12:36:10.142818+00,medium,"[{""code"": ""age_high"", ""detail"": ""83% of expected life consumed"", ""weight"": 0.15}, {""code"": ""no_active_warranty"", ""detail"": ""no warranty currently covers this asset"", ""weight"": 0.05}, {""code"": ""score"", ""detail"": ""baseline_rules v1.0.0, horizon 30 days"", ""weight"": 0.200}]",,,2021-09-30 00:00:00+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
227534e4-4950-4fbb-8288-54788dd08861,95ef5f39-7726-40fc-a96e-a70dc1197538,faabc42b-93b2-4e8b-9e4d-2abd46f82d9c,176f3f16-3ab1-409e-8c10-9631bea0edcc,AST-IT-MONITOR-00033,ITMONITOR-202832,LG,V23HD,"{""size_in"": 27, ""resolution"": ""2560x1440""}",good,active,2025-02-03,3900.00,2026-03-05 00:00:00+00,medium,"[{""code"": ""maintenance_overdue"", ""detail"": ""201 days overdue"", ""weight"": 0.30}, {""code"": ""score"", ""detail"": ""baseline_rules v1.0.0, horizon 30 days"", ""weight"": 0.300}]",,,2025-02-10 00:00:00+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
8c923525-b653-4851-a2f4-3fb498911b7d,6b10649a-5c67-48f5-b4b7-9040805a9348,01ff8df6-208a-40fd-bc27-a79a4733d467,1c4df881-cca6-49a3-9b2e-6a87a781ef63,AST-IT-LAPTOP-00418,ITLAPTOP-658721,Lenovo,ProBook 442,"{""cpu"": ""i7-1165G7"", ""ram_gb"": 16, ""screen_in"": 13}",failed,active,2023-03-27,25000.00,2026-05-23 12:36:10.142818+00,critical,"[{""code"": ""age_high"", ""detail"": ""87% of expected life consumed"", ""weight"": 0.15}, {""code"": ""maintenance_overdue"", ""detail"": ""121 days overdue"", ""weight"": 0.30}, {""code"": ""high_downtime"", ""detail"": ""32 hours of downtime in 12 months"", ""weight"": 0.10}, {""code"": ""condition_failed"", ""detail"": ""condition reported as failed"", ""weight"": 0.30}, {""code"": ""no_active_warranty"", ""detail"": ""no warranty currently covers this asset"", ""weight"": 0.05}, {""code"": ""score"", ""detail"": ""baseline_rules v1.0.0, horizon 30 days"", ""weight"": 0.900}]",,,2023-04-03 00:00:00+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
094e9be1-4250-4720-8fd0-0413662d1900,6b10649a-5c67-48f5-b4b7-9040805a9348,a6ec99b6-0c5e-460f-9bcc-b385a07737c1,8703fd82-ea7e-461c-bacc-18cd5a7c3d3b,AST-IT-LAPTOP-00394,ITLAPTOP-601834,Lenovo,ProBook 440,"{""cpu"": ""i7-1165G7"", ""ram_gb"": 8, ""screen_in"": 15}",poor,active,2023-11-19,30200.00,2026-12-27 12:36:10.142818+00,medium,"[{""code"": ""age_high"", ""detail"": ""71% of expected life consumed"", ""weight"": 0.15}, {""code"": ""condition_poor"", ""detail"": ""condition reported as poor"", ""weight"": 0.15}, {""code"": ""no_active_warranty"", ""detail"": ""no warranty currently covers this asset"", ""weight"": 0.05}, {""code"": ""score"", ""detail"": ""baseline_rules v1.0.0, horizon 30 days"", ""weight"": 0.350}]",,,2023-11-26 00:00:00+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
f9cde054-6c1e-462f-84c1-3cd2a49e251a,6b10649a-5c67-48f5-b4b7-9040805a9348,85499f3b-df0c-46e7-b412-0e86014d2d23,8703fd82-ea7e-461c-bacc-18cd5a7c3d3b,AST-IT-LAPTOP-00370,ITLAPTOP-922094,Dell,ProBook 442,"{""cpu"": ""i7-1165G7"", ""ram_gb"": 8, ""screen_in"": 15}",good,active,2023-03-19,28900.00,2027-02-28 12:36:10.142818+00,medium,"[{""code"": ""age_high"", ""detail"": ""88% of expected life consumed"", ""weight"": 0.15}, {""code"": ""no_active_warranty"", ""detail"": ""no warranty currently covers this asset"", ""weight"": 0.05}, {""code"": ""score"", ""detail"": ""baseline_rules v1.0.0, horizon 30 days"", ""weight"": 0.200}]",,,2023-03-26 00:00:00+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
66c97b08-7569-4abe-a6cc-83804009f001,6b10649a-5c67-48f5-b4b7-9040805a9348,aee1dad1-5904-4a33-8893-b1744b8c9818,6ff17eb7-5c04-40ff-83f8-043b4cb1c45c,AST-IT-LAPTOP-00346,ITLAPTOP-864003,Dell,ProBook 444,"{""cpu"": ""i7-1165G7"", ""ram_gb"": 16, ""screen_in"": 13}",good,active,2023-03-13,34100.00,2026-04-12 12:36:10.142818+00,high,"[{""code"": ""age_high"", ""detail"": ""88% of expected life consumed"", ""weight"": 0.15}, {""code"": ""maintenance_overdue"", ""detail"": ""162 days overdue"", ""weight"": 0.30}, {""code"": ""no_active_warranty"", ""detail"": ""no warranty currently covers this asset"", ""weight"": 0.05}, {""code"": ""score"", ""detail"": ""baseline_rules v1.0.0, horizon 30 days"", ""weight"": 0.500}]",,,2023-03-20 00:00:00+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
034a8b7f-433c-4cab-b207-1fc181783f0d,6b10649a-5c67-48f5-b4b7-9040805a9348,8f91eff9-f399-4920-bb43-f748de8dba53,1c4df881-cca6-49a3-9b2e-6a87a781ef63,AST-IT-LAPTOP-00322,ITLAPTOP-174192,HP,ProBook 442,"{""cpu"": ""i7-1165G7"", ""ram_gb"": 16, ""screen_in"": 13}",good,active,2025-09-22,28900.00,2026-10-17 00:00:00+00,medium,"[{""code"": ""maintenance_due_within_horizon"", ""detail"": ""25 days to next service"", ""weight"": 0.15}, {""code"": ""high_downtime"", ""detail"": ""18 hours of downtime in 12 months"", ""weight"": 0.10}, {""code"": ""score"", ""detail"": ""baseline_rules v1.0.0, horizon 30 days"", ""weight"": 0.250}]",,,2025-09-29 00:00:00+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
c6d03084-f5a9-424a-b550-03cded5331ad,6b10649a-5c67-48f5-b4b7-9040805a9348,df3d8ea3-3aa6-4212-a736-6a16b4ecb804,8703fd82-ea7e-461c-bacc-18cd5a7c3d3b,AST-IT-LAPTOP-00298,ITLAPTOP-607213,Dell,ProBook 442,"{""cpu"": ""i7-1165G7"", ""ram_gb"": 8, ""screen_in"": 13}",good,active,2020-06-30,34100.00,2026-11-21 12:36:10.142818+00,medium,"[{""code"": ""age_near_or_past_useful_life"", ""detail"": ""156% of expected life consumed"", ""weight"": 0.30}, {""code"": ""no_active_warranty"", ""detail"": ""no warranty currently covers this asset"", ""weight"": 0.05}, {""code"": ""score"", ""detail"": ""baseline_rules v1.0.0, horizon 30 days"", ""weight"": 0.350}]",,,2020-07-07 00:00:00+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
99cb7ad9-b2b7-451a-9134-e0d7c92449f6,6b10649a-5c67-48f5-b4b7-9040805a9348,32c3a1d1-37ba-4b9c-9c41-80de762168b5,6ff17eb7-5c04-40ff-83f8-043b4cb1c45c,AST-IT-LAPTOP-00274,ITLAPTOP-886496,Lenovo,ProBook 441,"{""cpu"": ""i7-1165G7"", ""ram_gb"": 8, ""screen_in"": 14}",fair,active,2023-07-06,28900.00,2026-11-08 12:36:10.142818+00,medium,"[{""code"": ""age_high"", ""detail"": ""80% of expected life consumed"", ""weight"": 0.15}, {""code"": ""high_downtime"", ""detail"": ""29 hours of downtime in 12 months"", ""weight"": 0.10}, {""code"": ""no_active_warranty"", ""detail"": ""no warranty currently covers this asset"", ""weight"": 0.05}, {""code"": ""score"", ""detail"": ""baseline_rules v1.0.0, horizon 30 days"", ""weight"": 0.300}]",,,2023-07-13 00:00:00+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
41a54514-80ef-4746-a97f-53647586466a,6b10649a-5c67-48f5-b4b7-9040805a9348,01ff8df6-208a-40fd-bc27-a79a4733d467,1c4df881-cca6-49a3-9b2e-6a87a781ef63,AST-IT-LAPTOP-00250,ITLAPTOP-149771,Dell,ProBook 443,"{""cpu"": ""i7-1165G7"", ""ram_gb"": 16, ""screen_in"": 15}",good,active,2022-10-21,32800.00,2027-02-16 12:36:10.142818+00,medium,"[{""code"": ""age_near_or_past_useful_life"", ""detail"": ""98% of expected life consumed"", ""weight"": 0.30}, {""code"": ""no_active_warranty"", ""detail"": ""no warranty currently covers this asset"", ""weight"": 0.05}, {""code"": ""score"", ""detail"": ""baseline_rules v1.0.0, horizon 30 days"", ""weight"": 0.350}]",,,2022-10-28 00:00:00+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
35adb947-a42f-48dc-8aa1-88bb765de796,6b10649a-5c67-48f5-b4b7-9040805a9348,a6ec99b6-0c5e-460f-9bcc-b385a07737c1,8703fd82-ea7e-461c-bacc-18cd5a7c3d3b,AST-IT-LAPTOP-00226,ITLAPTOP-760780,Lenovo,ProBook 442,"{""cpu"": ""i7-1165G7"", ""ram_gb"": 8, ""screen_in"": 15}",good,active,2022-04-14,25000.00,2026-11-18 12:36:10.142818+00,medium,"[{""code"": ""age_near_or_past_useful_life"", ""detail"": ""111% of expected life consumed"", ""weight"": 0.30}, {""code"": ""no_active_warranty"", ""detail"": ""no warranty currently covers this asset"", ""weight"": 0.05}, {""code"": ""score"", ""detail"": ""baseline_rules v1.0.0, horizon 30 days"", ""weight"": 0.350}]",,,2022-04-21 00:00:00+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
333c3235-57bd-41f1-933e-95f1ea8b288e,6b10649a-5c67-48f5-b4b7-9040805a9348,85499f3b-df0c-46e7-b412-0e86014d2d23,8703fd82-ea7e-461c-bacc-18cd5a7c3d3b,AST-IT-LAPTOP-00202,ITLAPTOP-378819,Lenovo,ProBook 440,"{""cpu"": ""i7-1165G7"", ""ram_gb"": 8, ""screen_in"": 15}",good,active,2019-12-02,32800.00,2027-03-14 12:36:10.142818+00,medium,"[{""code"": ""age_near_or_past_useful_life"", ""detail"": ""170% of expected life consumed"", ""weight"": 0.30}, {""code"": ""no_active_warranty"", ""detail"": ""no warranty currently covers this asset"", ""weight"": 0.05}, {""code"": ""score"", ""detail"": ""baseline_rules v1.0.0, horizon 30 days"", ""weight"": 0.350}]",,,2019-12-09 00:00:00+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
f99f741b-31d6-465b-b4c9-1521fe24372c,6b10649a-5c67-48f5-b4b7-9040805a9348,aee1dad1-5904-4a33-8893-b1744b8c9818,6ff17eb7-5c04-40ff-83f8-043b4cb1c45c,AST-IT-LAPTOP-00178,ITLAPTOP-203757,Lenovo,ProBook 443,"{""cpu"": ""i7-1165G7"", ""ram_gb"": 8, ""screen_in"": 13}",failed,active,2025-06-22,28900.00,2027-01-13 00:00:00+00,medium,"[{""code"": ""high_downtime"", ""detail"": ""46 hours of downtime in 12 months"", ""weight"": 0.10}, {""code"": ""condition_failed"", ""detail"": ""condition reported as failed"", ""weight"": 0.30}, {""code"": ""score"", ""detail"": ""baseline_rules v1.0.0, horizon 30 days"", ""weight"": 0.400}]",,,2025-06-29 00:00:00+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
ff96bdb1-62cb-46af-af07-46dc3cf98d7f,6b10649a-5c67-48f5-b4b7-9040805a9348,8f91eff9-f399-4920-bb43-f748de8dba53,1c4df881-cca6-49a3-9b2e-6a87a781ef63,AST-IT-LAPTOP-00154,ITLAPTOP-940402,Lenovo,ProBook 443,"{""cpu"": ""i7-1165G7"", ""ram_gb"": 8, ""screen_in"": 15}",fair,active,2021-05-24,30200.00,2026-12-26 12:36:10.142818+00,high,"[{""code"": ""age_near_or_past_useful_life"", ""detail"": ""133% of expected life consumed"", ""weight"": 0.30}, {""code"": ""high_downtime"", ""detail"": ""33 hours of downtime in 12 months"", ""weight"": 0.10}, {""code"": ""no_active_warranty"", ""detail"": ""no warranty currently covers this asset"", ""weight"": 0.05}, {""code"": ""score"", ""detail"": ""baseline_rules v1.0.0, horizon 30 days"", ""weight"": 0.450}]",,,2021-05-31 00:00:00+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
6ab4df89-1b50-4b6a-962d-92d3ef5ddc4c,6b10649a-5c67-48f5-b4b7-9040805a9348,df3d8ea3-3aa6-4212-a736-6a16b4ecb804,8703fd82-ea7e-461c-bacc-18cd5a7c3d3b,AST-IT-LAPTOP-00130,ITLAPTOP-686566,Lenovo,ProBook 443,"{""cpu"": ""i7-1165G7"", ""ram_gb"": 16, ""screen_in"": 14}",good,active,2020-02-03,32800.00,2026-07-23 12:36:10.142818+00,high,"[{""code"": ""age_near_or_past_useful_life"", ""detail"": ""166% of expected life consumed"", ""weight"": 0.30}, {""code"": ""maintenance_overdue"", ""detail"": ""60 days overdue"", ""weight"": 0.30}, {""code"": ""no_active_warranty"", ""detail"": ""no warranty currently covers this asset"", ""weight"": 0.05}, {""code"": ""score"", ""detail"": ""baseline_rules v1.0.0, horizon 30 days"", ""weight"": 0.650}]",,,2020-02-10 00:00:00+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
23d8e810-f123-417e-ac55-fb506dc961e4,6b10649a-5c67-48f5-b4b7-9040805a9348,32c3a1d1-37ba-4b9c-9c41-80de762168b5,6ff17eb7-5c04-40ff-83f8-043b4cb1c45c,AST-IT-LAPTOP-00106,ITLAPTOP-148565,HP,ProBook 444,"{""cpu"": ""i7-1165G7"", ""ram_gb"": 8, ""screen_in"": 14}",good,active,2019-10-04,28900.00,2027-03-07 12:36:10.142818+00,medium,"[{""code"": ""age_near_or_past_useful_life"", ""detail"": ""174% of expected life consumed"", ""weight"": 0.30}, {""code"": ""no_active_warranty"", ""detail"": ""no warranty currently covers this asset"", ""weight"": 0.05}, {""code"": ""score"", ""detail"": ""baseline_rules v1.0.0, horizon 30 days"", ""weight"": 0.350}]",,,2019-10-11 00:00:00+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
9a328951-6f87-4694-900b-d16dfc676cae,6b10649a-5c67-48f5-b4b7-9040805a9348,01ff8df6-208a-40fd-bc27-a79a4733d467,1c4df881-cca6-49a3-9b2e-6a87a781ef63,AST-IT-LAPTOP-00082,ITLAPTOP-446566,HP,ProBook 441,"{""cpu"": ""i7-1165G7"", ""ram_gb"": 8, ""screen_in"": 14}",poor,active,2023-07-07,32800.00,2026-10-23 12:36:10.142818+00,medium,"[{""code"": ""age_high"", ""detail"": ""80% of expected life consumed"", ""weight"": 0.15}, {""code"": ""condition_poor"", ""detail"": ""condition reported as poor"", ""weight"": 0.15}, {""code"": ""no_active_warranty"", ""detail"": ""no warranty currently covers this asset"", ""weight"": 0.05}, {""code"": ""score"", ""detail"": ""baseline_rules v1.0.0, horizon 30 days"", ""weight"": 0.350}]",,,2023-07-14 00:00:00+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
1373f268-b4a1-4773-bd7d-0def0ca0662c,6b10649a-5c67-48f5-b4b7-9040805a9348,aee1dad1-5904-4a33-8893-b1744b8c9818,6ff17eb7-5c04-40ff-83f8-043b4cb1c45c,AST-IT-LAPTOP-00010,ITLAPTOP-399119,HP,ProBook 441,"{""cpu"": ""i7-1165G7"", ""ram_gb"": 16, ""screen_in"": 14}",new,active,2024-12-03,25000.00,2026-12-23 00:00:00+00,low,"[{""code"": ""no_active_warranty"", ""detail"": ""no warranty currently covers this asset"", ""weight"": 0.05}, {""code"": ""score"", ""detail"": ""baseline_rules v1.0.0, horizon 30 days"", ""weight"": 0.050}]",,,2024-12-10 00:00:00+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
ced1fc40-c2f8-4143-8f8b-84292cdaace1,6b10649a-5c67-48f5-b4b7-9040805a9348,3288eed1-6ae3-45da-acb7-12c603a5bfed,05d038a0-b4a2-40fb-9ac6-eecfcf9cda47,AST-IT-LAPTOP-00419,ITLAPTOP-172708,Dell,ProBook 443,"{""cpu"": ""i7-1165G7"", ""ram_gb"": 8, ""screen_in"": 14}",fair,active,2023-01-05,34100.00,2026-11-26 12:36:10.142818+00,high,"[{""code"": ""age_near_or_past_useful_life"", ""detail"": ""93% of expected life consumed"", ""weight"": 0.30}, {""code"": ""high_downtime"", ""detail"": ""46 hours of downtime in 12 months"", ""weight"": 0.10}, {""code"": ""no_active_warranty"", ""detail"": ""no warranty currently covers this asset"", ""weight"": 0.05}, {""code"": ""score"", ""detail"": ""baseline_rules v1.0.0, horizon 30 days"", ""weight"": 0.450}]",,,2023-01-12 00:00:00+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
c9447499-81c6-4239-9254-400f41a45ed8,6b10649a-5c67-48f5-b4b7-9040805a9348,2d3df51d-7064-4e69-9149-61bba0212bb9,176f3f16-3ab1-409e-8c10-9631bea0edcc,AST-IT-LAPTOP-00395,ITLAPTOP-788815,HP,ProBook 442,"{""cpu"": ""i7-1165G7"", ""ram_gb"": 8, ""screen_in"": 15}",fair,active,2022-10-30,34100.00,2026-12-08 12:36:10.142818+00,medium,"[{""code"": ""age_near_or_past_useful_life"", ""detail"": ""97% of expected life consumed"", ""weight"": 0.30}, {""code"": ""no_active_warranty"", ""detail"": ""no warranty currently covers this asset"", ""weight"": 0.05}, {""code"": ""score"", ""detail"": ""baseline_rules v1.0.0, horizon 30 days"", ""weight"": 0.350}]",,,2022-11-06 00:00:00+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
63f8c423-fb57-4736-8283-17d293b8db97,6b10649a-5c67-48f5-b4b7-9040805a9348,b82c31fb-e089-421b-a0d9-9c5e117bb57f,750c04a5-63c4-42c6-a7c4-b3aa1de4eebf,AST-IT-LAPTOP-00371,ITLAPTOP-408465,Dell,ProBook 440,"{""cpu"": ""i7-1165G7"", ""ram_gb"": 16, ""screen_in"": 14}",good,active,2022-01-21,30200.00,2027-03-12 12:36:10.142818+00,medium,"[{""code"": ""age_near_or_past_useful_life"", ""detail"": ""117% of expected life consumed"", ""weight"": 0.30}, {""code"": ""no_active_warranty"", ""detail"": ""no warranty currently covers this asset"", ""weight"": 0.05}, {""code"": ""score"", ""detail"": ""baseline_rules v1.0.0, horizon 30 days"", ""weight"": 0.350}]",,,2022-01-28 00:00:00+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
15707320-cbb1-4984-a776-895049448c18,6b10649a-5c67-48f5-b4b7-9040805a9348,73fdb59c-ac31-400e-bf53-3b4e19b20c10,176f3f16-3ab1-409e-8c10-9631bea0edcc,AST-IT-LAPTOP-00323,ITLAPTOP-495054,Dell,ProBook 442,"{""cpu"": ""i7-1165G7"", ""ram_gb"": 8, ""screen_in"": 13}",new,active,2023-04-08,25000.00,2026-10-30 12:36:10.142818+00,medium,"[{""code"": ""age_high"", ""detail"": ""86% of expected life consumed"", ""weight"": 0.15}, {""code"": ""no_active_warranty"", ""detail"": ""no warranty currently covers this asset"", ""weight"": 0.05}, {""code"": ""score"", ""detail"": ""baseline_rules v1.0.0, horizon 30 days"", ""weight"": 0.200}]",,,2023-04-15 00:00:00+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
76b9ca71-81f5-4dbe-bdb1-24e3de0f1c26,6b10649a-5c67-48f5-b4b7-9040805a9348,af21c725-bf6f-4560-aa7b-6019030410ea,750c04a5-63c4-42c6-a7c4-b3aa1de4eebf,AST-IT-LAPTOP-00299,ITLAPTOP-475637,Dell,ProBook 441,"{""cpu"": ""i7-1165G7"", ""ram_gb"": 16, ""screen_in"": 15}",fair,active,2023-08-23,34100.00,2026-10-14 12:36:10.142818+00,high,"[{""code"": ""age_high"", ""detail"": ""77% of expected life consumed"", ""weight"": 0.15}, {""code"": ""maintenance_due_within_horizon"", ""detail"": ""23 days to next service"", ""weight"": 0.15}, {""code"": ""high_downtime"", ""detail"": ""24 hours of downtime in 12 months"", ""weight"": 0.10}, {""code"": ""no_active_warranty"", ""detail"": ""no warranty currently covers this asset"", ""weight"": 0.05}, {""code"": ""score"", ""detail"": ""baseline_rules v1.0.0, horizon 30 days"", ""weight"": 0.450}]",,,2023-08-30 00:00:00+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
d71c37c1-f089-4ce6-924f-1bfd30fd360c,6b10649a-5c67-48f5-b4b7-9040805a9348,5bac9e47-d100-44c8-b570-0db31ea21fad,05d038a0-b4a2-40fb-9ac6-eecfcf9cda47,AST-IT-LAPTOP-00275,ITLAPTOP-676664,Dell,ProBook 440,"{""cpu"": ""i7-1165G7"", ""ram_gb"": 16, ""screen_in"": 15}",good,active,2021-06-19,32800.00,2026-11-08 12:36:10.142818+00,medium,"[{""code"": ""age_near_or_past_useful_life"", ""detail"": ""131% of expected life consumed"", ""weight"": 0.30}, {""code"": ""no_active_warranty"", ""detail"": ""no warranty currently covers this asset"", ""weight"": 0.05}, {""code"": ""score"", ""detail"": ""baseline_rules v1.0.0, horizon 30 days"", ""weight"": 0.350}]",,,2021-06-26 00:00:00+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
0d4c6f27-4d61-4ee8-9e95-199882ab6329,6b10649a-5c67-48f5-b4b7-9040805a9348,3288eed1-6ae3-45da-acb7-12c603a5bfed,05d038a0-b4a2-40fb-9ac6-eecfcf9cda47,AST-IT-LAPTOP-00251,ITLAPTOP-251968,Lenovo,ProBook 440,"{""cpu"": ""i7-1165G7"", ""ram_gb"": 16, ""screen_in"": 15}",fair,active,2021-05-24,31500.00,2027-01-16 12:36:10.142818+00,medium,"[{""code"": ""age_near_or_past_useful_life"", ""detail"": ""133% of expected life consumed"", ""weight"": 0.30}, {""code"": ""no_active_warranty"", ""detail"": ""no warranty currently covers this asset"", ""weight"": 0.05}, {""code"": ""score"", ""detail"": ""baseline_rules v1.0.0, horizon 30 days"", ""weight"": 0.350}]",,,2021-05-31 00:00:00+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
661926d4-ef61-4388-b957-a43f3ac66a78,6b10649a-5c67-48f5-b4b7-9040805a9348,2d3df51d-7064-4e69-9149-61bba0212bb9,176f3f16-3ab1-409e-8c10-9631bea0edcc,AST-IT-LAPTOP-00227,ITLAPTOP-217663,Lenovo,ProBook 442,"{""cpu"": ""i7-1165G7"", ""ram_gb"": 8, ""screen_in"": 14}",good,active,2022-04-23,26300.00,2027-01-22 12:36:10.142818+00,medium,"[{""code"": ""age_near_or_past_useful_life"", ""detail"": ""110% of expected life consumed"", ""weight"": 0.30}, {""code"": ""no_active_warranty"", ""detail"": ""no warranty currently covers this asset"", ""weight"": 0.05}, {""code"": ""score"", ""detail"": ""baseline_rules v1.0.0, horizon 30 days"", ""weight"": 0.350}]",,,2022-04-30 00:00:00+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
791324a4-7f04-4c2d-a81f-df66cf7bb9d9,6b10649a-5c67-48f5-b4b7-9040805a9348,b82c31fb-e089-421b-a0d9-9c5e117bb57f,750c04a5-63c4-42c6-a7c4-b3aa1de4eebf,AST-IT-LAPTOP-00203,ITLAPTOP-842285,HP,ProBook 444,"{""cpu"": ""i7-1165G7"", ""ram_gb"": 16, ""screen_in"": 13}",good,lost,2021-08-26,28900.00,2026-09-24 12:36:10.142818+00,high,"[{""code"": ""age_near_or_past_useful_life"", ""detail"": ""127% of expected life consumed"", ""weight"": 0.30}, {""code"": ""maintenance_due_within_horizon"", ""detail"": ""3 days to next service"", ""weight"": 0.15}, {""code"": ""no_active_warranty"", ""detail"": ""no warranty currently covers this asset"", ""weight"": 0.05}, {""code"": ""score"", ""detail"": ""baseline_rules v1.0.0, horizon 30 days"", ""weight"": 0.500}]",,,2021-09-02 00:00:00+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
bde8dd16-74c6-404d-89e8-7d957b0e0e67,6b10649a-5c67-48f5-b4b7-9040805a9348,73fdb59c-ac31-400e-bf53-3b4e19b20c10,176f3f16-3ab1-409e-8c10-9631bea0edcc,AST-IT-LAPTOP-00155,ITLAPTOP-503271,Dell,ProBook 440,"{""cpu"": ""i7-1165G7"", ""ram_gb"": 8, ""screen_in"": 14}",good,active,2022-08-05,28900.00,2026-11-06 12:36:10.142818+00,medium,"[{""code"": ""age_near_or_past_useful_life"", ""detail"": ""103% of expected life consumed"", ""weight"": 0.30}, {""code"": ""no_active_warranty"", ""detail"": ""no warranty currently covers this asset"", ""weight"": 0.05}, {""code"": ""score"", ""detail"": ""baseline_rules v1.0.0, horizon 30 days"", ""weight"": 0.350}]",,,2022-08-12 00:00:00+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
577d2037-fa1a-4502-ad03-655b700478ab,6b10649a-5c67-48f5-b4b7-9040805a9348,af21c725-bf6f-4560-aa7b-6019030410ea,750c04a5-63c4-42c6-a7c4-b3aa1de4eebf,AST-IT-LAPTOP-00131,ITLAPTOP-155938,Dell,ProBook 442,"{""cpu"": ""i7-1165G7"", ""ram_gb"": 8, ""screen_in"": 13}",good,active,2024-12-14,32800.00,2027-01-03 00:00:00+00,low,"[{""code"": ""score"", ""detail"": ""baseline_rules v1.0.0, horizon 30 days"", ""weight"": 0.000}]",,,2024-12-21 00:00:00+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
